Original_Latitude,Original_Longitude,Venue_Name,Address,Latitude,Longitude,Categories,Rating,TotalRatings
45.54365380040509,-73.55942063033581,Rôtisseries Benny & Au Coq,"3050 Hochelaga Rue, Montréal QC H1W 1G2",45.540622,-73.5545596,"['BBQ Joint', 'Fast Food Restaurant']",,
45.54365380040509,-73.55942063033581,Subway,"2765 Sherbrooke Rue E (Montgomery), Montréal QC H2K 1G9",45.539106,-73.560336,"['Deli', 'Fast Food Restaurant', 'Sandwich Spot']",,
45.54365380040509,-73.55942063033581,Restaurant Cafe Tex-Mex,"2212 Saint-Germain Rue (De Rouen), Montréal QC H1W 2T7",45.542547,-73.550315,"['American Restaurant', 'Tex-Mex Restaurant']",,
45.54365380040509,-73.55942063033581,Pizza Hut,"2800 Rachel St E, Montréal QC H2H 1S8",45.53909,-73.561111,['Pizzeria'],,
45.51601387670667,-73.56291957199574,Cadet,"1431 Saint-Laurent Blvd (entre De Maisonneuve & Ste-Catherine), Montréal QC H2X 2S8",45.510388,-73.564365,"['Restaurant', 'Wine Bar']",,
45.51601387670667,-73.56291957199574,L'Express,"3927 Saint-Denis Rue (entre Duluth & Roy), Montréal QC H2W 2M4",45.520186,-73.574269,"['Bistro', 'French Restaurant']",,
45.51601387670667,-73.56291957199574,Le Club Espresso Bar,"3801 Saint-Denis Rue, Montréal QC H2W 2M4",45.519481,-73.572648,['Café'],,
45.51601387670667,-73.56291957199574,Bouillon Bilk,"1595 Saint-Laurent Blvd (entre De Maisonneuve & Ontario), Montréal QC H2X 2S9",45.511038,-73.565936,['Restaurant'],,
45.51601387670667,-73.56291957199574,Pourquoi Pas Espresso Bar,"1447 Atateken Rue (entre De Maisonneuve & Ste-Catherine), Montréal QC H2L 3L2",45.517964,-73.557776,"['Café', 'Coffee Shop', 'Restaurant']",,
45.51601387670667,-73.56291957199574,Café Nocturne,"19 Prince-Arthur Rue O (entre St-Laurent & Clark), Montréal QC H2X 1S4",45.513737,-73.5729,"['Café', 'Coffee Shop', 'Restaurant']",,
45.51601387670667,-73.56291957199574,Le Mousso,"1023 Ontario Rue E (entre Amherst & St-Timothée), Montréal QC H2L 1P8",45.520127,-73.563173,['Restaurant'],,
45.51601387670667,-73.56291957199574,Cachitos,"153 Sainte Catherine Rue E (Boulevard Saint-Laurent), Montréal QC H2X 1K8",45.511222,-73.562454,"['Bakery', 'Café']",,
45.51601387670667,-73.56291957199574,La Capital Tacos,"1096 Saint-Laurent Blvd (entre René-Lévesque & De la Gauchetière), Montréal QC H2Z 1J5",45.508409,-73.561105,['Taco Restaurant'],,
45.51601387670667,-73.56291957199574,Café Lulu,"852 Sainte-Catherine Rue E, Montréal QC H2L 2E3",45.515966,-73.558245,"['Café', 'Restaurant']",,
45.53946063965585,-73.57605636119843,Pizzeria No. 900,"1481 Laurier Ave E (entre Garnier & Fabre), Montréal QC H2J 1H8",45.53438,-73.583204,['Pizzeria'],,
45.53946063965585,-73.57605636119843,Les Co'Pains d'Abord,"1965 Ave du Mont-Royal Est (coin Chabot), Montréal QC H2H 1J5",45.534294,-73.573461,"['Bakery', 'French Restaurant']",,
45.53946063965585,-73.57605636119843,Lapin Pressé,"1309 Laurier Ave E (Chambord), Montréal QC H2J 1H4",45.533164,-73.58428,"['Coffee Shop', 'Sandwich Spot']",,
45.53946063965585,-73.57605636119843,Chez Victoire,"1453 Ave du Mont-Royal Est (coin Garnier), Montréal QC H2J 1Z1",45.531047,-73.576652,"['French Restaurant', 'Seafood Restaurant']",,
