name,latitude,longitude,free_bikes,empty_slots
Beurling / Godin,45.44791581215845,-73.58381867408752,10,8
Dixie / 54e avenue,45.44255264540259,-73.71770113706589,10,9
Stationnement incitatif de Montarville (de Montarville),45.6011635681891,-73.44999354332685,13,6
Laird / Glencoe,45.50619158460727,-73.64230799681536,3,10
Parc Labelle (LaSalle / Henri-Duhamel),45.47256100297732,-73.56998920440674,18,0
Souligny / Desmarteau,45.60444089974122,-73.51611837744713,13,1
des Ormeaux / de Grosbois,45.605901731906485,-73.53436946868896,2,12
Parc Reine-Élizabeth (Penniston / Crawford),45.43914465255811,-73.59173655509949,14,1
Parc d'Antioche (Place d'Antioche / St-Zotique),45.59566584124368,-73.5596626996994,9,10
Parc de l'Hôtel-de-Ville (Ste-Julie / Laurendeau),45.630686043767284,-73.4948467835784,12,6
Centre récréatif Édouard-Rivet (Notre-Dame / Lesage),45.62846158049899,-73.49952153861523,14,1
Parc de Montréal-Est (Notre-Dame / David),45.61316323215739,-73.50989364087582,16,3
CHU Ste-Justine (de la Côte Ste-Catherine / Hudson),45.50398168549117,-73.62283945083618,11,24
Cégep Marie-Victorin,45.617499783128075,-73.60601127147675,6,3
Parc des Vétérans (des Vétérans / Broadway),45.63147192165401,-73.50819479674101,4,5
Bibliothèque Jean-Corbeil (Goncourt / Place Montrichard),45.6027276,-73.5579303,6,5
Aréna Chaumont (Chaumont / des Ormeaux),45.610926628992026,-73.54673445224762,11,5
de Côme / Jean-Talon,45.58830296569168,-73.57783721439773,0,14
Lapierre / Serge,45.43854405099729,-73.62021625041962,10,4
Lacombe / Victoria,45.49048314001669,-73.62913727760315,5,13
Centre des loisirs (Tassé / Grenet),45.51473429416659,-73.69144901633263,2,10
Ateliers municipaux de St-Laurent (Cavendish / Poirier),45.506175841460966,-73.71118605136871,7,9
Langelier / Marie-Victorin,45.61451982045293,-73.6118745803833,4,10
Travaux publics LaSalle (Cordner / Léger),45.44527192876118,-73.62448364496231,0,13
St-Antoine / 19e avenue,45.43993803436114,-73.68146234754022,4,11
du Canal / McLaughlin,45.42969214118378,-73.6694884300232,18,5
Parc Sauvé (Balzac / de Bayonne),45.598880374710674,-73.63657951360437,12,3
de la Côte-Ste-Catherine / Decelles,45.50094101588506,-73.62563699483871,0,19
Parc Ernest-Rouleau (Gouin),45.63131269772338,-73.61631497740746,5,12
Stationnement incitatif de Mortagne (Ampère),45.57251733677832,-73.44312071800232,11,11
Quai Yvon-Julien (Marie-Victorin / de Montarville),45.606718042243784,-73.45692034810781,5,15
Parc St-Laurent (Salk / Thomas-Chapais),45.6062348,-73.6287838,2,11
Parc Aimé-Léonard (Gouin / Ste-Gertrude),45.60835820969716,-73.63850623369217,11,5
St-Timothée / Robin,45.51863175803531,-73.56112986803055,6,15
Carrefour Angrignon (Angrignon / Newman),45.44843408492706,-73.6129454523325,1,14
Gare LaSalle (Highlands),45.425612687757926,-73.65713578464238,3,16
Mairie d'arrondissement Montréal-Nord (Hébert / de Charleroi),45.59398503487043,-73.63767206668854,12,6
Parc Beaulac (rue Élizabeth),45.5200557245067,-73.67795147001743,3,10
Parc Stoney-Point (St-Joseph / 47e avenue),45.43656827071224,-73.70836973190308,10,6
Parc LaSalle (10e avenue / Victoria),45.43805550384184,-73.67273926734924,10,8
Parc Ottawa (de Belleville / Fleury),45.58116,-73.6412434,14,1
Parc Noel-Nord (Toupin / Keller),45.51758306374252,-73.72661411762238,5,13
Parc du Bois-Franc (de l'Équateur / des Andes),45.51317758246596,-73.71306091547012,13,4
Parc Grovehill (St-Antoine / Ivan-Franko),45.43982382100397,-73.69487822055817,0,15
Parc Chamberland (Dorais / de l'Église),45.502989,-73.689113,6,9
Parc Summerlea (53e avenue / St-Joseph),45.43836713933041,-73.71546685695648,10,4
Parc Kirkland (des Érables / Boyer),45.44606092178209,-73.65079946815968,11,2
de Mortagne / Jean-Neveu,45.56923752103412,-73.44949901103973,14,4
Hôpital Pierre-Boucher (Jacques-Cartier / Bourdon),45.536532102952236,-73.4576690196991,15,4
de Mortagne / de Montarville,45.59147977279279,-73.43605846166611,6,12
Irwin / Allard,45.44890342900198,-73.6049048602581,8,7
du Fort Saint-Louis / de la Perrière,45.613330089384625,-73.45154017210007,11,2
Parc Olympique (Pie-IX / Sherbrooke),45.554824549823,-73.55370283126831,5,20
LaSalle / 90e avenue,45.41774583815495,-73.64518761634827,1,14
HEC (Decelles / Jean-Brillant),45.497722829899764,-73.61925333738327,14,10
Hôpital Santa Cabrini (de Pontoise / d'Évreux),45.58135403391153,-73.57260999085156,1,11
Parc St-Laurent (Dutrisac),45.52591381815231,-73.68911147117615,6,10
Parc Eusèbe-Ménard (Gouin / St-Vital),45.59253950875074,-73.64874824881554,11,5
IUSMM (Georges-Villeneuve),45.58661042838809,-73.52969169616699,13,6
Parc Garibaldi (Liénart / Bélanger),45.586476480180046,-73.570396900177,3,10
Square Nelligan (des Appalaches / Alexis-Nihon),45.51431824920811,-73.70799824595451,10,5
Parc Honoré-Mercier (Notre-Dame / Liébert),45.59275253568305,-73.51035632193089,18,7
Hôpital Général Juif (de la Côte-Ste-Catherine / Légaré),45.49624140543275,-73.62983867526054,11,15
Parc Charleroi (Alfred / Louis-Francoeur),45.59953472156509,-73.62360253930092,8,4
Parc Hébert (Colbert / Provencher),45.57237805962001,-73.59370462596415,10,4
Métro Édouard-Montpetit (du Mont-Royal / Vincent-d'Indy),45.5102725432849,-73.61140972936482,2,22
Mairie d'arrondissement St-Laurent (Beaudet / Marcel-Laurin),45.50682415585665,-73.68184804916382,13,13
Gare St-Michel / Montréal-Nord (Pie-IX / 56e),45.583197821913785,-73.62978704273701,3,12
Parc Maurice-Bélanger (Hébert / Denommée),45.5877138098252,-73.63171823322773,3,12
Parc du Mail (Bois de Coulonges / du Mail),45.59833498124187,-73.54596734046936,4,11
Jean-Paul-Vincent / Adoncour,45.5646764291021,-73.47957750896057,5,10
Gare Lachine (Sir George Simpson / 48e avenue),45.447821314280105,-73.71091783046722,2,12
Parc St-Gabriel (Grand Trunk / Ropery),45.478545712518894,-73.56572315096855,10,8
Grenet / Poirier,45.51871924623225,-73.69875401258469,1,13
Bibliothèque du Vieux-St-Laurent (de l'Église / Filiatrault),45.512843286755896,-73.67612421512604,3,14
Gare du Ruisseau (Dutrisac / Henri-Bourassa),45.52814371649508,-73.69254536926746,12,6
Hochelaga / de l'Assomption,45.566883091095185,-73.53943817317486,7,15
Gare Montpellier (Muir / de la Côte-Vertu),45.52374047147138,-73.67169924080372,13,1
Fernand-Lafontaine / Adoncour,45.5512193,-73.483912,9,6
Industriel / Louis-J.-Lafortune,45.58190955549507,-73.45529912039638,11,5
Parc Delorme (Malouin / Laferté),45.5904902,-73.5902694,12,5
Parc Luigi-Pirandello (de Bretagne / Jean-Rivard),45.57940569041942,-73.60258877277374,7,5
Parc Wilfrid-Bastien (Lacordaire / des Galets),45.5864002,-73.5952181,11,7
Parc Armand-Bombardier (Perras / Armand-Bombardier),45.6391233,-73.5961118,7,8
Métro Snowdon (Circle / Queen-Mary),45.48514885008702,-73.6275440454483,10,12
Métro Côte-des-Neiges (Jean-Brillant / de la Côte-des-Neiges),45.495537539518104,-73.6222583055769,13,15
Faillon / St-Denis,45.539890852781404,-73.62026989459991,15,7
Parc des Rapides (LaSalle / 6e avenue),45.42947143740888,-73.59309915918857,7,15
St-Antoine / St-François-Xavier,45.5045770667804,-73.55918392539024,2,16
St-Dominique / St-Zotique,45.53226461018495,-73.6110632121563,14,16
Benny / Sherbrooke,45.4648769981855,-73.62659722566605,12,5
des Jockeys / Décarie,45.49404432109336,-73.65449488162994,17,1
St-Jacques / St-Laurent,45.50644464920572,-73.55648696422577,6,8
Métro de la Savane (Décarie / de Sorel),45.500251758943925,-73.66171056035454,8,9
Park Row O / Sherbrooke,45.46072936353252,-73.63407254219055,11,0
Clark / St-Viateur,45.5251943015533,-73.59935637563467,4,9
Marquette / Fleury,45.56735205736566,-73.65378744900227,7,2
Chambord / Fleury,45.55982811984724,-73.65832507610321,7,3
des Récollets / Fleury,45.585388428776476,-73.6347109079361,11,4
Casgrain / Maguire,45.52621764749851,-73.5957657695144,1,22
St-Jean-Baptiste / René-Lévesque,45.64141535746634,-73.4999567270279,2,13
Turgeon / Notre-Dame,45.478888528072076,-73.58198940753937,8,11
Richardson / Montmorency,45.484966061164755,-73.56032252311707,16,14
de Gaspé / de Liège,45.54248521237199,-73.63634169101715,2,19
de Gaspé / St-Viateur,45.527672646696104,-73.59738260507582,1,18
Place du Village (St-Jean-Baptiste / Notre-Dame),45.640002860465096,-73.49011301994324,7,8
St-Ambroise / Louis-Cyr,45.47519326260791,-73.58094334602356,13,13
d'Outremont / Ogilvy,45.526870027508245,-73.62676186490717,1,17
du Tricentenaire / Prince-Albert,45.64954588445726,-73.49191546440125,6,8
Jeanne-Mance / Beaubien,45.527650097960205,-73.61229971051216,2,12
St-Dominique / St-Viateur,45.52655700191558,-73.5982757806778,2,29
Parc St-Paul (Le Caron / Marc-Sauvalle),45.461741021347436,-73.58412176370621,9,13
de L'Esplanade  / Fairmount,45.521484558655224,-73.59684884548187,15,4
Bernard / Jeanne-Mance,45.52428310031213,-73.6049484461546,4,19
Monk / de Biencourt,45.458663192410306,-73.59602272510529,13,1
Duvernay / Charlevoix,45.482097305112845,-73.57487753033638,10,11
Davaar / de la Côte-Ste-Catherine,45.514379,-73.610871,2,12
Waverly / St-Viateur,45.5238561444472,-73.60012650489807,1,16
Parc Atwater (Saint-Charles),45.477300883436854,-73.57314472410508,6,13
Métro Place Saint-Henri (St-Ferdinand / St-Jacques),45.47728092665489,-73.58730420470238,5,26
Drolet / Jarry,45.54195463236575,-73.62994194030762,2,15
Louis-Hémon / Rosemont,45.544500877623655,-73.58810484409332,7,12
McCulloch / de la Côte Ste-Catherine,45.51577505385328,-73.60060930252075,12,6
Louis-Hébert / de Bellechasse,45.546661109634606,-73.58868420124054,7,16
Jeanne-Mance / St-Viateur,45.523026476635074,-73.60184043645859,13,10
Egan / Laurendeau,45.45290792768395,-73.58918591405198,12,3
Léa-Roback / Sir-Georges-Etienne-Cartier,45.471703687608354,-73.58268946409225,30,5
Métro Monk (Allard / Beaulieu),45.451030919298056,-73.5939010977745,7,10
de Rouen / Lespérance,45.538859462962286,-73.5528177022934,16,7
Laurier / de Brébeuf,45.532449016819825,-73.5847695171833,18,13
de Rouen / Hogan,45.53636263222538,-73.55421245098114,10,5
Bloomfied / Elmwood,45.51825588419192,-73.60320568084717,4,11
du Havre / de Rouen,45.53456256501449,-73.55478646466509,15,11
Aylmer / Sherbrooke,45.50629456823703,-73.57282698154448,2,25
Durocher / Sherbrooke,45.507088290505685,-73.57227981090546,0,22
Bloomfield / Van Horne,45.522745298216094,-73.61328139901161,3,20
Calixa-Lavallée / Sherbrooke,45.52479,-73.56545,3,12
Shearer / Centre,45.4828250990486,-73.56206325352105,9,6
Milton / Durocher,45.508140959417744,-73.57492983341217,0,26
Alexandre-DeSève / Ontario,45.52437454361268,-73.56055689979257,31,3
Gauthier / de Lorimier,45.53166363055749,-73.56536373496056,16,6
Ryde / Charlevoix,45.4757434,-73.5646007,21,5
Parc Jean-Drapeau (Chemin Macdonald),45.512470265414784,-73.53212228978008,7,26
Métro Charlevoix (Charlevoix / Centre),45.47840064366771,-73.56917751956644,11,15
Ste-Catherine / St-Denis,45.5138663042805,-73.56042764151425,13,2
Métro de la Concorde (Léo-Lacombe),45.5604898518365,-73.7091851234436,11,8
20e avenue / de Bellechasse,45.55992951142522,-73.5767751932144,6,10
Louis-Hébert / St-Zotique,45.55001,-73.59576,8,7
Métro Cartier,45.56007440937141,-73.68125259876251,3,16
Garnier / St-Grégoire,45.5358215436799,-73.58710169792175,0,23
des Érables / Bélanger,45.54912085535069,-73.60087350010872,5,10
de Lanaudière / Laurier,45.5333136054992,-73.58373686671257,24,2
Métro Montmorency,45.55814299291968,-73.71942043304443,12,8
Cartier / Bélanger,45.546779039476185,-73.60281676054001,10,12
Fullum / Gilford,45.539198007249375,-73.5737818479538,18,5
Métro Angrignon (Lamont / des Trinitaires),45.44650450192042,-73.6025619506836,19,1
de Soissons / de Darlington,45.50689914049937,-73.623526096344,14,9
Holt / Fullum,45.543937325185645,-73.58444631099701,4,23
Chambord / Beaubien,45.539900246044354,-73.59936207532883,5,17
McKenna / Édouard-Montpetit,45.50116436275711,-73.62056359648705,13,6
McNamara / St-Martin O,45.57120355585774,-73.72351884841918,7,20
Fabre / St-Zotique,45.543653916207866,-73.60126135876271,14,4
de Kent / de la Côte-des-Neiges,45.50144933057703,-73.63305062055588,37,1
de la Peltrie /de la Cote-des-Neiges,45.499665790644286,-73.63029062747955,24,6
Boyer / Jean-Talon,45.541569834507,-73.61250426627521,0,19
Ste-Croix / Tassé,45.51953948301331,-73.68516325950623,13,10
Louisbourg / O'Brien,45.53039449604383,-73.70393217686795,11,6
Chapleau / du Mont-Royal,45.53867,-73.56936,9,10
de Gaspé / Dante,45.53429782539273,-73.61217230558395,18,2
de Bullion / St-Joseph,45.524186371734054,-73.59061207629566,3,20
Métro Plamondon (de Kent / Victoria),45.494686752797904,-73.63871866467889,19,3
Logan / Tiffin,45.513787364296896,-73.50874415600629,10,5
De Callières / d'Auvergne,45.593421978698636,-73.6690217256546,19,3
McLynn / Plamondon,45.48911308766352,-73.6470128595829,15,3
Logan / Lafayette,45.51654502289009,-73.50663459861607,7,12
Parc Bariteau (Saint-Georges),45.507181850364056,-73.49484494889111,2,12
Terminus Le Carrefour (Terry-Fox / Le Carrefour),45.56842034638607,-73.74687284231186,17,13
Métro Longueuil - Université de Sherbrooke (du Terminus),45.5233308452134,-73.52013658267424,0,33
Parc D.-E.-Joyal (Édouard / Windsor),45.50073113467841,-73.47395724618764,6,9
Parc Henri-Dunant (Léger / Henri-Dunant),45.56843961893042,-73.6752020941276,20,6
Ouimet / Goineau,45.57504823374693,-73.68799567222595,19,15
Alton-Goldbloom / Notre-Dame,45.54502601340392,-73.73787671327591,9,13
Sauriol / Cartier O,45.547431259234145,-73.71622860431671,4,15
Daniel-Johnson / Cartier O,45.54334371050831,-73.72530519962311,8,19
de Hampton / de Monkland,45.47117930747152,-73.6270022392273,11,1
Parc St-Claude (7e Avenue / 8e rue),45.56206585263884,-73.69186341762543,6,20
Curé-Poirier / Joliette,45.520341697849844,-73.48791999746027,12,11
Desaulniers / Marquette,45.524680035316116,-73.51046747529834,9,12
St-Laurent / Joliette,45.52893060032485,-73.51326006931231,8,12
Mayfield / St-Martin O,45.553017541248565,-73.75822663307189,5,14
de Chenonceau / Chomedey,45.56157,-73.75448,11,11
Clark / de Liège,45.539988024015756,-73.63811277307832,4,12
St-Dominique / Gounod,45.538591573269706,-73.62778007984161,12,5
Chabot / Villeray,45.552289376429215,-73.61300647258759,9,6
Saint-Rémi / Valois,45.583961790351886,-73.72082591056824,10,13
Lajeunesse / de Liège,45.54566376066234,-73.63510044919167,4,11
Parc Chopin (Dumouchel / Tessier),45.570726609302966,-73.7370860205192,4,15
Le Corbusier / St-Martin O,45.565006717407506,-73.7319054454565,3,14
de Grenoble / de Cassis,45.57889719514108,-73.70492711663245,4,14
Bercy / Rachel,45.53840340979245,-73.56196403503418,3,16
Murray / Wellington,45.49225247724067,-73.55850666761398,5,22
2e avenue / Centrale,45.43289463113104,-73.59685689210892,6,7
Parc St-Patrick (St-Patrick / St-Columban),45.48870785150952,-73.55899317193689,13,3
Peel / Ottawa,45.49419955357054,-73.55998456478119,8,18
du Rosaire / St-Hubert,45.54481928225348,-73.6215104162693,9,13
Gauthier / Parthenais,45.53292625574653,-73.56377989053726,3,12
Fullum / Ontario,45.5303174,-73.5548669,11,2
Lionel-Groulx / Georges-Vanier,45.48632828127419,-73.57357263565062,0,0
Greene / Workman,45.481069047931975,-73.57935216285114,6,17
Pierre-Péladeau / du Centropolis,45.56251175219665,-73.74370649456978,6,24
Gloria / Dollard,45.42971096449354,-73.633883446455,3,11
Bel Air / St-Antoine,45.4824297233159,-73.58367975812143,14,1
de l'Église / Bannantyne,45.4632535358533,-73.57587933540344,11,4
Fullum / Ste-Catherine,45.527137816431285,-73.54804444319598,1,21
des Érables / Laurier,45.538514913607656,-73.57769921422005,3,11
Bourget / St-Jacques,45.48067368593179,-73.58351558446884,3,11
René-Philippe / André-Charpentier,45.496967676737675,-73.49533898759546,10,9
Parc du Pélican (2e avenue / St-Joseph),45.544580831168204,-73.5717111825943,17,2
5e avenue / Bannantyne,45.456491928161036,-73.57604078018994,11,3
Parc Joyce (Rockland / Lajoie),45.515617,-73.614991,8,7
Parc Pratt (Dunlop / Van Horne),45.514918954061876,-73.61968517303467,4,10
St-Patrick / Briand,45.46366064035559,-73.59586715698242,12,3
Melville / de Maisonneuve,45.48184019359366,-73.59537899494171,14,1
Lamarre / Lavallée,45.53374770433337,-73.48599582910538,2,17
Parthenais / du Mont-Royal,45.53640396516409,-73.57141345739365,23,0
Parc Laurier (Laurier / Dubuc),45.533610547532355,-73.47374618053436,7,12
St-Dominique / Jean-Talon,45.53520398241678,-73.6175217570053,17,13
Labonté / du Coteau-Rouge,45.526787093145025,-73.49153663970355,15,6
Cégep Édouard-Montpetit (de Normandie),45.53724605357659,-73.49498215598032,5,11
Natatorium (LaSalle / Rolland),45.4443505862464,-73.57542979723802,16,7
des Érables / Dandurand,45.541338159973364,-73.58389914035797,5,13
Jacques-Le Ber / de la Pointe Nord,45.47259900304475,-73.5398056358099,1,26
Cartier / Dandurand,45.53923559055867,-73.58594566583633,7,15
de Bordeaux / de Bellechasse,45.54325917626278,-73.59154611825943,8,10
Place Charles-Le Moyne (St-Charles),45.52504512475178,-73.51951967460082,2,17
Métro Jarry (Lajeunesse / Jarry),45.54355974189168,-73.62777203321457,10,11
Campus MIL (Outremont / Thérèse-Lavoie Roux),45.52311432992147,-73.61815363168716,1,21
Parc Chenier (de l'Aréna / Chenier),45.60248649638568,-73.5432904958725,3,16
de Grosbois / Duchesneau,45.611230741550536,-73.5312415660519,7,6
Mansfield / de la Gauchetière,45.499078974175056,-73.56702102351846,0,18
de la Cathédrale / Saint-Antoine,45.497480937983774,-73.56584353376093,4,26
Letourneux / Hochelaga,45.55465888075087,-73.54660302400589,7,8
Mansfield / Sherbrooke,45.50301533529815,-73.5751303658617,2,19
de Gentilly / St-Jean,45.532497613819366,-73.49942399192514,14,5
de Bellechasse / de St-Vallier,45.53341043363302,-73.60112428665161,0,19
Louis-Hébert / Bélanger,45.55158518908433,-73.59916493296623,7,12
de Melrose / Sherbrooke,45.46991202213883,-73.61735232174397,11,8
Desjardins / Ontario,45.55118417872238,-73.54087114334106,4,14
Drummond / des-Canadiens-de-Montréal,45.49676067752141,-73.57027635600843,1,25
Alma / de Bellechasse,45.531034186281765,-73.60352754592896,7,10
Guy / Sainte-Catherine,45.49497512853125,-73.57777043248461,2,29
Mackay / René-Lévesque,45.49445745087875,-73.57411649085407,4,25
de Gentilly / Roland-Therrien,45.54086016564935,-73.49124181550906,8,12
Marquette / du Coteau-Rouge,45.52022330145822,-73.49676324058237,3,16
Brébeuf / Curé-Poirier,45.52688330834135,-73.48339325750203,15,4
Cartier / St-Joseph,45.53582823686429,-73.57869029045105,5,14
Roy / Saint-Laurent,45.51565182195085,-73.57577390039296,22,1
Péloquin / Fleury,45.55702223161539,-73.6599015713,2,11
Canning / Notre-Dame,45.486318644010225,-73.5702332854271,5,5
Augustin-Cantin / Shearer,45.48390169543355,-73.56363236904144,7,22
Churchill / Empire,45.49211844605989,-73.48672430497572,3,16
Jeanne-Mance / St-Martin O,45.55729575447216,-73.74795377254486,15,6
Sewell / Roy,45.51467743947122,-73.57659816741943,12,6
Guizot / St-Laurent,45.53968044327973,-73.63450437784195,7,11
90e Avenue / Boulevard Lévesque O,45.53121456506295,-73.74735295772552,17,13
St-André / Rachel,45.52409561323593,-73.57537156904073,14,1
Laval / du Mont-Royal,45.5223645775784,-73.58414590358734,8,10
Ste-Famille / des Pins,45.512856179335664,-73.57692807912827,7,15
Beauregard / La Salle,45.511126706889264,-73.4860880487031,9,9
Lebrun / Bédard,45.5470644513283,-73.45196210302673,6,9
Fullum / Terrasse Mercure,45.535541603465234,-73.56593906879425,7,20
1ère avenue / Rosemont,45.54779995287998,-73.58486741781235,4,11
Boyer / St-Joseph,45.529493172855894,-73.58450902629556,5,14
St-Charles / Montarville,45.5335557310391,-73.51536766939716,1,17
Guizot / St-Denis,45.543423548290185,-73.63246187567711,2,19
Marie / de Mont-Royal,45.497292117993744,-73.48374999130101,11,9
Garnier / St-Joseph,45.53329492220251,-73.58165103477404,12,6
Métro Champ-de-Mars (Hôtel-de-Ville / Viger),45.50956143036354,-73.55743234369584,8,10
Ontario / Sicard,45.55626186680846,-73.53744059801102,6,12
de Bordeaux / Sherbrooke,45.529914321737415,-73.56302618980408,7,13
La Fontaine / Alexandre-de-Sève,45.52330366033427,-73.55799973011017,11,8
Nicolet / Sherbrooke,45.54969542033443,-73.55464696884155,15,6
Parc St-Sacrement (des Seigneurs / St-Sacrement),45.70234934325735,-73.63957804443088,9,9
Terminus de bus EXO (Côte de Terrebonne),45.697815037503666,-73.65406465532033,10,11
5e avenue / Masson,45.54752382909683,-73.57513636350632,23,1
Mozart / St-Laurent,45.53328624709234,-73.61546382309369,1,21
de la Côte St-Antoine / Argyle,45.48624101696415,-73.59572768211365,7,8
7e avenue / St-Joseph Rosemont,45.54710817336986,-73.56936693191528,13,12
Bourbonnière / du Mont-Royal,45.55358456339093,-73.56052905321121,13,8
Marie-Anne / Papineau,45.53176697148175,-73.5724139213562,21,0
5e avenue / Rosemont,45.54990048023633,-73.58308374881744,14,5
Bibliothèque et Complexe aquatique Rosemont (8e avenue / Rosemont),45.55151193681962,-73.58207792043686,10,4
16e avenue / St-Joseph,45.55293611277267,-73.56577143073082,4,19
de la Roche / Bélanger,45.541669595766315,-73.60760450363159,11,12
Dandurand / D'Iberville,45.5443716426341,-73.5809513926506,8,8
de Chambly / Rachel,45.54991069359101,-73.55826258659361,1,20
Parc J.-Arthur-Champagne (de Chambly / du Mont-Royal),45.551584,-73.561916,12,7
Robert-Bourassa / René-Lévesque,45.502182909901194,-73.56825381517409,1,31
de l'Esplanade / Beaubien,45.528399838582324,-73.61192286014557,3,12
St-Dominique / de Bellechasse,45.52952466565309,-73.60488876700401,2,28
de Bordeaux / du Mont-Royal,45.53451201270128,-73.57283771038055,20,0
Fabre / Laurier,45.53458691154375,-73.58259929347696,8,14
Garnier / du Mont-Royal,45.53075597398246,-73.5761762317452,22,0
Parc Père-Marquette (Chambord / Rosemont),45.537087833013324,-73.59321847558022,3,40
8e avenue / Beaubien,45.553150698635406,-73.58768105506897,12,3
Louis-Hémon / Jean-Talon,45.5517742671765,-73.60347837231528,2,17
Drolet / Beaubien,45.533348,-73.605834,7,16
Brittany / Ainsley,45.52588991809354,-73.65003436803818,3,14
de Bordeaux / Jean-Talon,45.54975479298636,-73.60556602478027,4,11
Collège Grasset (Crémazie / Christophe Colomb),45.550989649719114,-73.63216600382657,3,16
Boyer / Everett,45.54310243053054,-73.61607524188003,7,12
de Gaspé / Beaubien,45.531957916826386,-73.60700100660324,3,16
Hodge / Laperrière,45.51369983907863,-73.6650772206849,7,11
de la Roche / de Bellechasse,45.53718135927993,-73.59750330448149,2,12
Métro Beaubien (de Chateaubriand / Beaubien),45.5353599615622,-73.60363483428955,8,19
du President-Kennedy / Union,45.505102242483595,-73.57187882065773,0,23
University / des Pins,45.50802525900976,-73.57988489795387,3,28
Darling / Sherbrooke,45.54545514686953,-73.55673909187317,4,19
Drolet / St-Zotique,45.53488214147823,-73.60941231250763,8,11
Mackay / de Maisonneuve,45.496840189747,-73.5792407642475,9,26
de Maisonneuve / Greene,45.48697062,-73.58929306,2,17
Hillside / Ste-Catherine,45.48282602624293,-73.59084337949753,12,3
Plessis / Logan,45.5218942750191,-73.55725058932876,6,12
St-Jacques / McGill,45.50139912055804,-73.56039762496947,2,29
Émile-Journault / de Châteaubriand,45.54971240353109,-73.6406914051804,7,20
St-Jean / Guillaume,45.53524851020352,-73.5068191587925,4,11
Hochelaga / Chapleau,45.5343711000901,-73.55968952178955,6,13
d'Orléans / Hochelaga,45.55063206740221,-73.54912223921929,7,11
Bibliothèque de Verdun (Brown / Bannantyne),45.44878841549165,-73.57767310000781,7,8
Métro de Castelnau (de Castelnau / St-Laurent),45.53552563367942,-73.61981123685837,1,20
Métro Préfontaine (Préfontaine / Hochelaga),45.54224663397568,-73.55461478233337,15,15
Bishop / René-Lévesque,45.49536795507059,-73.57401251792908,17,14
Grand Boulevard / Sherbrooke,45.46659823105616,-73.62334638833998,11,5
Dézéry / Ontario,45.54095791741757,-73.54702949523926,18,8
Hôpital Maisonneuve-Rosemont (Rosemont / Chatelain),45.575707,-73.561562,11,24
Lincoln / St-Mathieu,45.49503704949293,-73.58157634735107,3,19
4e avenue / de Verdun,45.45686162938348,-73.57212341392369,4,11
Dubois / Eadie,45.45760820718457,-73.59051011502743,22,1
de Gaspé / Villeray,45.53888723230076,-73.62390697002411,7,10
Marcil / Sherbrooke,45.471743,-73.613924,10,17
Leman / de Chateaubriand,45.54721107501036,-73.63105237483978,2,16
Harvard / de Monkland,45.474565185029945,-73.62403571605682,17,2
William / St-Henri,45.49896591854122,-73.55703081942919,10,5
d'Orléans / Masson,45.557192,-73.569847,18,1
Collège de Rosemont (Beaubien / 15e avenue),45.55774990838239,-73.58380123972893,4,17
de Chambly / de Rouen,45.5470496637535,-73.54892179369926,5,5
Boileau / Monsabré,45.57175879648152,-73.54176163673401,6,9
Laval / Duluth,45.519192617838605,-73.57715926134915,19,7
de Brébeuf / du Mont-Royal,45.52922355524467,-73.57784914976946,8,14
de la Roche / Everett,45.544867,-73.614841,2,20
Drummond / Sherbrooke,45.500535752214155,-73.578113079202,4,19
Stinson / Montpellier,45.519485452174514,-73.66647094488144,6,12
Garnier / Villeray,45.54948004519436,-73.61605471489383,5,18
Marie-Anne / de la Roche,45.527550507601894,-73.5762870311737,16,3
Drolet / Gounod,45.54095134225734,-73.62637460231781,5,14
Queen / Wellington,45.49760527699099,-73.55534970760345,30,17
Villeneuve / St-Dominique,45.522272664526696,-73.58870131898584,9,14
Panet / Ste-Catherine,45.52002998668944,-73.55491518974304,2,20
Waverly / Beaumont,45.53118825986005,-73.61607760190964,1,18
Redpath / Sherbrooke,45.49807529130555,-73.58057856559753,1,18
de la Roche / Laurier,45.531778245025635,-73.5850203037262,12,5
Jean-Rivard / du Cirque,45.56268743796862,-73.61651211977005,13,7
de Gaspé / Jarry,45.540780049797995,-73.63040059804916,8,6
Gilford / Papineau,45.5343936461316,-73.57823699712753,6,8
St-Hubert / René-Levesque,45.514481971650625,-73.5568732023239,3,15
Alexandre-DeSève / Ste-Catherine,45.52118763358253,-73.55378866195679,6,12
Clark / Evans,45.511105776623936,-73.56784012175922,7,11
Hogan / Ontario,45.53530299560492,-73.55113729834557,4,7
Drummond / Ste-Catherine,45.49861674293281,-73.5741600394249,27,24
Hotel-de-Ville / du Mont-Royal,45.522178004145694,-73.58460858464241,3,15
de la Sorbonne / du Rousillon,45.58060341546917,-73.68892639875412,9,13
St-Laurent / de Chambly,45.5398841503055,-73.504639035109,14,7
St-Patrick / Thomas-Keefer,45.47801152713375,-73.57427294832632,26,3
McGill / Place d'Youville,45.500014581102505,-73.55625258141116,3,25
Union / René-Lévesque,45.50235036136798,-73.56658279895781,19,8
de Lanaudière / du Mont-Royal,45.53008802331729,-73.57688208474428,21,7
Le Royer / St-Laurent,45.50597445022123,-73.55429930616083,2,16
de Maisonneuve / de Bleury,45.507038862243604,-73.56912677500077,0,28
St-Dominique / du Mont-Royal,45.52058062365273,-73.5857605934143,26,1
